Sample,BEAT,hz1,idx1,noize1,avg1,thresh1,cur1,sd1,is_beat1,hz2,idx2,noize2,avg2,thresh2,cur2,sd2,is_beat2,hz3,idx3,noize3,avg3,thresh3,cur3,sd3,is_beat3
1082,25,60,6,3.06,46.57,163.00,13.15,101.96,0,75,7,3.81,64.12,224.43,69.08,101.59,0,95,9,1.84,27.53,96.36,12.50,60.01,0
1083,25,60,6,3.07,45.97,160.91,11.14,101.33,0,75,7,3.82,64.05,224.17,64.17,101.50,0,95,9,1.84,27.52,96.32,20.10,60.00,0
1084,25,60,6,3.08,45.55,159.42,14.75,100.94,0,75,7,3.83,64.15,224.53,52.35,101.56,0,95,9,1.85,27.38,95.83,12.40,59.89,0
1085,25,60,6,3.09,45.28,158.49,14.82,100.74,0,75,7,3.84,64.41,225.43,45.27,101.57,0,95,9,1.85,27.32,95.61,22.76,59.83,0
1086,25,60,6,3.09,45.17,158.10,23.29,100.66,0,75,7,3.86,64.57,225.99,60.71,101.67,0,95,9,1.86,27.46,96.11,25.33,59.92,0
1087,25,60,6,3.10,45.06,157.72,16.44,100.60,0,75,7,3.87,64.81,226.84,69.52,101.85,0,95,9,1.86,27.37,95.78,9.25,59.86,0
1088,25,60,6,3.11,44.94,157.30,7.98,100.54,0,75,7,3.88,65.26,228.42,71.71,102.03,0,95,9,1.87,27.19,95.17,8.18,59.73,0
1089,25,60,6,3.12,44.91,157.18,11.55,100.53,0,75,7,3.89,65.62,229.66,70.92,102.23,0,95,9,1.87,26.68,93.38,9.74,58.99,0
1090,25,60,6,3.13,44.61,156.12,10.46,100.31,0,75,7,3.91,65.29,228.52,68.30,101.69,0,95,9,1.88,25.66,89.82,9.23,56.47,0
1091,25,60,6,3.14,43.85,153.46,12.94,99.33,0,75,7,3.92,64.40,225.40,62.85,99.47,0,95,9,1.88,24.82,86.87,14.43,54.46,0
1092,25,60,6,3.14,42.36,148.27,8.91,96.25,0,75,7,3.93,63.46,222.10,48.48,97.34,0,95,9,1.88,24.68,86.40,27.34,54.28,0
1093,25,60,6,3.15,40.80,142.81,7.54,92.83,0,75,7,3.94,62.97,220.39,35.05,96.81,0,95,9,1.89,24.71,86.50,14.58,54.29,0
1094,25,60,6,3.16,39.67,138.86,9.91,90.82,0,75,7,3.95,62.93,220.26,34.15,96.80,0,95,9,1.89,25.05,87.69,49.01,54.67,0
1095,26,60,6,3.16,39.31,137.57,31.46,90.34,0,75,7,3.97,63.44,222.03,85.54,97.17,0,95,9,1.90,25.91,90.67,123.02,56.77,1
1096,26,60,6,3.17,39.42,137.97,79.64,90.53,0,75,7,3.98,64.41,225.43,148.62,98.83,0,95,9,1.90,26.65,93.28,124.66,58.74,1
1097,26,60,6,3.18,40.34,141.20,149.36,92.38,1,75,7,3.99,65.43,229.00,179.31,101.31,0,95,9,1.91,26.96,94.37,75.03,59.33,0
1098,26,60,6,3.18,41.77,146.19,202.25,95.75,1,75,7,4.00,65.83,230.41,115.63,102.00,0,95,9,1.91,26.97,94.39,17.30,59.33,0
1099,26,60,6,3.19,42.91,150.17,172.97,98.12,1,75,7,4.01,65.77,230.21,51.28,101.95,0,95,9,1.92,26.98,94.42,7.26,59.34,0
1100,26,60,6,3.20,43.56,152.46,112.10,99.11,0,75,7,4.03,65.46,229.11,23.70,101.84,0,95,9,1.92,26.96,94.37,10.38,59.33,0
1101,26,60,6,3.21,43.91,153.67,65.88,99.46,0,75,7,4.04,65.03,227.60,17.85,101.64,0,95,9,1.93,27.08,94.76,25.26,59.41,0
1102,26,60,6,3.21,44.17,154.59,42.83,99.64,0,75,7,4.05,64.76,226.65,36.83,101.46,0,95,9,1.93,27.26,95.41,32.86,59.56,0
1103,26,60,6,3.22,44.11,154.37,3.61,99.61,0,75,7,4.06,64.66,226.30,54.96,101.37,0,95,9,1.94,27.31,95.59,21.97,59.60,0
1104,26,60,6,3.23,44.20,154.70,25.59,99.67,0,75,7,4.08,64.59,226.05,53.26,101.31,0,95,9,1.94,27.22,95.26,5.42,59.55,0
1105,26,60,6,3.24,44.27,154.96,25.05,99.71,0,75,7,4.09,64.66,226.32,57.25,101.36,0,95,9,1.95,27.25,95.38,10.17,59.57,0
1106,26,60,6,3.25,44.36,155.28,30.09,99.77,0,75,7,4.10,64.83,226.90,66.17,101.48,0,95,9,1.95,27.13,94.95,9.48,59.48,0
1107,26,60,6,3.25,44.22,154.77,4.74,99.70,0,75,7,4.11,64.89,227.11,68.90,101.55,0,95,9,1.96,27.05,94.69,10.58,59.43,0
1108,26,60,6,3.26,44.21,154.75,12.29,99.70,0,75,7,4.12,64.86,227.01,64.76,101.52,0,95,9,1.96,27.09,94.82,12.22,59.45,0
1109,26,60,6,3.27,44.22,154.78,11.01,99.70,0,75,7,4.14,64.79,226.77,59.76,101.45,0,95,9,1.97,27.19,95.15,20.60,59.51,0
1110,26,60,6,3.28,44.23,154.82,12.82,99.71,0,75,7,4.15,64.64,226.23,48.94,101.32,0,95,9,1.97,27.24,95.32,14.33,59.53,0
1111,26,60,6,3.29,44.25,154.87,11.88,99.71,0,75,7,4.16,64.44,225.56,41.80,101.18,0,95,9,1.98,27.33,95.67,21.18,59.59,0
1112,26,60,6,3.29,44.31,155.08,19.37,99.74,0,75,7,4.17,64.44,225.52,55.02,101.18,0,95,9,1.98,27.37,95.79,23.15,59.62,0
1113,26,60,6,3.30,44.36,155.28,14.98,99.76,0,75,7,4.18,64.60,226.10,64.38,101.29,0,95,9,1.99,27.22,95.28,8.39,59.52,0
1114,26,60,6,3.31,44.35,155.24,8.15,99.76,0,75,7,4.20,64.91,227.18,68.11,101.47,0,95,9,1.99,27.14,95.00,9.82,59.47,0
1115,26,60,6,3.32,44.35,155.22,11.33,99.76,0,75,7,4.21,65.11,227.88,68.68,101.62,0,95,9,1.99,26.55,92.94,7.82,58.56,0
1116,26,60,6,3.32,44.14,154.48,10.29,99.63,0,75,7,4.22,64.89,227.13,66.61,101.32,0,95,9,2.00,25.61,89.64,9.44,56.34,0
1117,26,60,6,3.33,43.35,151.71,12.70,98.57,0,75,7,4.23,64.03,224.09,61.65,99.20,0,95,9,2.00,24.88,87.08,14.23,54.78,0
1118,26,60,6,3.34,41.98,146.92,7.96,95.93,0,75,7,4.24,63.07,220.75,46.46,97.08,0,95,9,2.01,24.70,86.44,27.37,54.51,0
1119,26,60,6,3.35,40.46,141.60,9.68,92.59,0,75,7,4.26,62.52,218.81,33.84,96.43,0,95,9,2.01,24.70,86.47,14.97,54.52,0
1120,26,60,6,3.35,39.40,137.91,7.89,90.84,0,75,7,4.27,62.53,218.85,32.97,96.43,0,95,9,2.02,25.03,87.59,46.54,54.85,0
1121,27,60,6,3.36,39.01,136.55,34.78,90.31,0,75,7,4.28,63.03,220.60,86.47,96.81,0,95,9,2.02,25.88,90.58,121.35,56.90,1
1122,27,60,6,3.36,39.16,137.06,83.22,90.55,0,75,7,4.29,64.02,224.08,151.12,98.55,0,95,9,2.03,26.64,93.22,124.63,58.88,1
1123,27,60,6,3.37,40.06,140.23,151.71,92.43,1,75,7,4.30,65.08,227.77,182.32,101.15,0,95,9,2.03,26.93,94.26,76.40,59.46,0
1124,27,60,6,3.38,41.47,145.15,202.41,95.78,1,75,7,4.31,65.48,229.20,116.86,101.85,0,95,9,2.03,26.93,94.24,18.24,59.45,0
1125,27,60,6,3.39,42.58,149.04,171.35,98.10,1,75,7,4.33,65.43,229.00,52.02,101.81,0,95,9,2.04,26.94,94.28,6.13,59.46,0
1126,27,60,6,3.39,43.21,151.24,110.33,99.05,0,75,7,4.34,65.09,227.80,20.30,101.69,0,95,9,2.04,26.87,94.05,2.40,59.43,0
1127,27,60,6,3.40,43.44,152.05,52.29,99.26,0,75,7,4.35,64.58,226.02,8.43,101.52,0,95,9,2.05,26.79,93.78,1.26,59.41,0
1128,27,60,6,3.41,43.68,152.87,34.68,99.39,0,75,7,4.36,64.03,224.09,3.17,101.37,0,95,9,2.05,26.73,93.55,2.25,59.38,0
1129,27,60,6,3.42,43.74,153.08,20.38,99.42,0,75,7,4.37,63.55,222.42,6.41,101.24,0,95,9,2.06,26.61,93.13,0.99,59.33,0
1130,27,60,6,3.42,43.84,153.44,25.78,99.48,0,75,7,4.38,63.14,221.00,8.84,101.15,0,95,9,2.06,26.47,92.65,2.16,59.26,0
1131,27,60,6,3.43,43.98,153.92,31.09,99.56,0,75,7,4.40,62.83,219.92,6.26,101.14,0,95,9,2.07,26.40,92.41,1.17,59.23,0
1132,27,60,6,3.44,44.02,154.08,21.21,99.59,0,75,7,4.41,62.56,218.96,4.20,101.16,0,95,9,2.07,26.23,91.81,0.51,59.14,0
1133,27,60,6,3.45,43.92,153.73,6.61,99.54,0,75,7,4.42,62.16,217.54,2.01,101.12,0,95,9,2.08,26.08,91.29,0.52,59.06,0
1134,27,60,6,3.45,43.85,153.46,2.07,99.52,0,75,7,4.43,61.67,215.85,1.01,101.02,0,95,9,2.08,26.03,91.10,0.07,59.05,0
1135,27,60,6,3.46,43.77,153.18,0.18,99.49,0,75,7,4.44,61.15,214.04,0.99,100.87,0,95,9,2.08,25.97,90.88,0.48,59.03,0
1136,27,60,6,3.47,43.69,152.91,1.82,99.47,0,75,7,4.45,60.66,212.31,4.79,100.69,0,95,9,2.09,25.96,90.85,8.27,59.02,0
1137,27,60,6,3.48,43.63,152.70,3.38,99.45,0,75,7,4.46,60.22,210.77,10.17,100.50,0,95,9,2.09,26.01,91.04,16.07,59.05,0
1138,27,60,6,3.48,43.61,152.62,4.89,99.44,0,75,7,4.47,59.88,209.57,17.47,100.33,0,95,9,2.10,25.99,90.97,14.92,59.04,0
1139,27,60,6,3.49,43.53,152.37,4.95,99.41,0,75,7,4.48,59.59,208.56,19.80,100.20,0,95,9,2.10,25.88,90.57,4.51,58.97,0
1140,27,60,6,3.50,43.41,151.93,4.01,99.36,0,75,7,4.49,59.32,207.64,18.13,100.10,0,95,9,2.11,25.88,90.58,3.75,58.98,0
1141,27,60,6,3.51,43.32,151.63,2.20,99.33,0,75,7,4.50,58.91,206.17,14.40,99.87,0,95,9,2.11,25.30,88.55,4.83,58.12,0
1142,27,60,6,3.51,43.03,150.61,0.71,99.16,0,75,7,4.51,58.08,203.30,10.89,98.97,0,95,9,2.11,24.34,85.20,2.49,56.06,0
1143,27,60,6,3.52,42.32,148.13,0.81,98.42,0,75,7,4.52,56.79,198.77,9.55,96.63,0,95,9,2.12,23.42,81.96,2.67,54.04,0
1144,27,60,6,3.53,40.89,143.12,1.54,95.72,0,75,7,4.53,55.52,194.30,8.52,94.31,0,95,9,2.12,23.04,80.64,3.68,53.61,0
1145,27,60,6,3.53,39.39,137.85,8.48,92.47,0,75,7,4.54,54.95,192.32,18.13,93.77,0,95,9,2.13,23.03,80.62,15.62,53.60,0
1146,27,60,6,3.54,38.22,133.77,14.52,90.22,0,75,7,4.55,55.09,192.80,38.29,93.81,0,95,9,2.13,23.33,81.66,44.21,53.92,0
1147,28,60,6,3.54,37.64,131.75,16.86,89.48,0,75,7,4.56,55.36,193.76,75.00,94.11,0,95,9,2.13,24.03,84.12,98.53,55.33,1
1148,28,60,6,3.55,37.70,131.95,67.89,89.57,0,75,7,4.57,56.22,196.76,145.89,95.76,0,95,9,2.14,24.78,86.72,118.67,57.19,1
1149,28,60,6,3.56,38.50,134.77,139.34,91.16,1,75,7,4.58,57.14,199.99,171.12,97.99,0,95,9,2.14,25.04,87.64,68.52,57.67,0
1150,28,60,6,3.56,39.96,139.86,204.24,94.62,1,75,7,4.59,57.47,201.16,112.21,98.60,0,95,9,2.15,25.07,87.75,19.43,57.70,0
1151,28,60,6,3.57,41.21,144.22,185.00,97.36,1,75,7,4.60,57.44,201.03,58.91,98.56,0,95,9,2.15,25.17,88.11,21.40,57.77,0
1152,28,60,6,3.58,42.06,147.20,127.60,98.71,0,75,7,4.61,57.12,199.93,23.55,98.36,0,95,9,2.15,25.24,88.34,21.96,57.82,0
1153,28,60,6,3.58,42.49,148.73,71.52,99.16,0,75,7,4.62,56.67,198.33,14.05,98.06,0,95,9,2.16,25.35,88.73,24.71,57.90,0
1154,28,60,6,3.59,42.52,148.82,12.21,99.17,0,75,7,4.63,56.34,197.19,30.59,97.77,0,95,9,2.16,25.45,89.06,21.78,57.97,0
1155,28,60,6,3.60,42.70,149.45,35.37,99.29,0,75,7,4.64,56.05,196.17,32.19,97.52,0,95,9,2.17,25.43,88.99,11.11,57.96,0
1156,28,60,6,3.60,42.78,149.73,22.18,99.34,0,75,7,4.65,55.85,195.48,39.10,97.35,0,95,9,2.17,25.35,88.74,9.54,57.91,0
1157,28,60,6,3.61,42.92,150.21,35.08,99.43,0,75,7,4.65,55.73,195.07,37.34,97.26,0,95,9,2.17,25.54,89.39,35.82,58.09,0
1158,28,60,6,3.62,43.07,150.73,35.05,99.54,0,75,7,4.66,55.59,194.56,25.50,97.19,0,95,9,2.18,25.78,90.22,53.52,58.42,0
1159,28,60,6,3.63,43.08,150.79,24.79,99.55,0,75,7,4.67,55.19,193.15,8.21,97.00,0,95,9,2.18,26.08,91.28,60.83,58.87,0
1160,28,60,6,3.63,43.25,151.39,36.65,99.67,0,75,7,4.68,54.67,191.36,4.50,96.71,0,95,9,2.19,26.37,92.28,44.76,59.16,0
1161,28,60,6,3.64,43.61,152.63,53.74,99.95,0,75,7,4.69,54.20,189.71,12.67,96.38,0,95,9,2.19,26.49,92.72,24.84,59.25,0
1162,28,60,6,3.65,44.17,154.59,81.75,100.54,0,75,7,4.70,53.87,188.53,28.63,96.08,0,95,9,2.20,26.46,92.60,5.22,59.24,0
1163,28,60,6,3.66,44.83,156.91,93.90,101.29,0,75,7,4.71,53.71,187.99,49.54,95.90,0,95,9,2.20,26.41,92.42,3.23,59.22,0
1164,28,60,6,3.66,45.47,159.13,92.43,102.01,0,75,7,4.72,53.83,188.40,76.33,96.06,0,95,9,2.21,26.31,92.08,2.61,59.18,0
1165,28,60,6,3.67,46.07,161.23,83.47,102.61,0,75,7,4.73,54.23,189.81,95.98,96.62,0,95,9,2.21,26.14,91.49,6.30,59.05,0
1166,28,60,6,3.68,46.67,163.35,86.27,103.24,0,75,7,4.74,54.69,191.41,89.93,97.16,0,95,9,2.21,26.13,91.46,13.72,59.05,0
1167,28,60,6,3.69,47.26,165.41,80.37,103.79,0,75,7,4.74,54.92,192.22,66.22,97.37,0,95,9,2.22,25.85,90.49,25.68,58.63,0
1168,28,60,6,3.70,47.34,165.69,49.75,103.87,0,75,7,4.75,54.34,190.20,25.25,96.70,0,95,9,2.22,25.09,87.80,36.27,56.46,0
1169,28,60,6,3.70,46.92,164.20,39.90,103.30,0,75,7,4.76,53.25,186.38,26.45,94.54,0,95,9,2.23,24.29,85.01,27.16,54.29,0
1170,28,60,6,3.71,45.75,160.12,35.40,100.83,0,75,7,4.77,52.16,182.58,39.50,91.99,0,95,9,2.23,23.93,83.76,12.83,53.80,0
1171,28,60,6,3.72,44.32,155.11,25.55,97.55,0,75,7,4.78,51.44,180.05,22.08,90.99,0,95,9,2.23,23.91,83.67,13.00,53.79,0
1172,28,60,6,3.73,43.09,150.83,13.17,95.26,0,75,7,4.79,51.16,179.05,14.27,90.84,0,95,9,2.24,24.15,84.51,36.01,54.00,0
1173,29,60,6,3.73,42.58,149.02,19.73,94.66,0,75,7,4.79,51.46,180.10,58.29,91.05,0,95,9,2.24,24.91,87.19,99.74,55.46,1
1174,29,60,6,3.74,42.68,149.39,77.63,94.82,0,75,7,4.80,52.41,183.43,143.02,92.76,0,95,9,2.25,25.80,90.31,122.78,57.55,1
1175,29,60,6,3.75,43.33,151.67,143.19,96.21,0,75,7,4.81,53.51,187.28,176.13,95.31,0,95,9,2.25,26.26,91.92,76.05,58.31,0
1176,30,60,6,3.75,44.81,156.84,190.41,99.17,1,75,7,4.82,54.17,189.59,137.74,96.65,0,95,9,2.25,26.40,92.41,28.27,58.42,0
1177,30,60,6,3.76,45.95,160.83,165.25,101.32,1,75,7,4.83,54.20,189.68,49.94,96.67,0,95,9,2.26,26.37,92.28,4.54,58.41,0
1178,30,60,6,3.77,46.62,163.18,104.47,102.19,0,75,7,4.84,54.02,189.07,22.05,96.58,0,95,9,2.26,26.32,92.14,8.43,58.39,0
1179,30,60,6,3.78,46.99,164.47,65.88,102.53,0,75,7,4.85,53.78,188.24,22.03,96.44,0,95,9,2.27,26.38,92.34,21.00,58.43,0
1180,30,60,6,3.79,47.33,165.67,45.25,102.73,0,75,7,4.85,53.66,187.80,39.36,96.33,0,95,9,2.27,26.57,92.99,36.30,58.60,0
1181,30,60,6,3.79,47.32,165.63,3.35,102.73,0,75,7,4.86,53.70,187.94,58.50,96.37,0,95,9,2.28,26.67,93.36,24.81,58.68,0
1182,30,60,6,3.80,47.54,166.41,32.84,102.84,0,75,7,4.87,53.73,188.06,59.20,96.41,0,95,9,2.28,26.60,93.09,2.95,58.65,0
1183,30,60,6,3.81,47.68,166.89,24.43,102.90,0,75,7,4.88,53.76,188.16,60.29,96.44,0,95,9,2.29,26.59,93.06,11.81,58.65,0
1184,30,60,6,3.82,47.89,167.63,31.36,102.99,0,75,7,4.89,53.84,188.44,67.47,96.54,0,95,9,2.29,26.57,92.99,9.47,58.64,0
1185,30,60,6,3.83,47.94,167.80,11.14,103.01,0,75,7,4.90,53.96,188.85,73.38,96.69,0,95,9,2.29,26.55,92.93,10.34,58.63,0
1186,30,60,6,3.83,47.97,167.90,14.03,103.02,0,75,7,4.91,54.02,189.07,69.05,96.77,0,95,9,2.30,26.54,92.88,12.61,58.62,0
1187,30,60,6,3.84,47.84,167.45,10.71,102.96,0,75,7,4.91,54.09,189.33,65.39,96.85,0,95,9,2.30,26.49,92.70,17.55,58.58,0
1188,30,60,6,3.85,47.74,167.10,14.82,102.90,0,75,7,4.92,54.28,189.99,55.31,96.99,0,95,9,2.31,26.42,92.48,11.89,58.53,0
1189,30,60,6,3.86,47.77,167.19,15.26,102.91,0,75,7,4.93,54.52,190.81,41.20,97.08,0,95,9,2.31,26.51,92.77,17.48,58.58,0
1190,30,60,6,3.87,47.92,167.71,20.31,102.96,0,75,7,4.94,54.91,192.17,49.76,97.20,0,95,9,2.32,26.71,93.47,25.33,58.69,0
1191,30,60,6,3.88,48.01,168.05,13.31,102.99,0,75,7,4.95,55.42,193.96,64.80,97.44,0,95,9,2.32,26.76,93.66,9.35,58.71,0
1192,30,60,6,3.88,48.04,168.15,7.95,103.00,0,75,7,4.96,55.90,195.66,67.82,97.71,0,95,9,2.32,26.73,93.57,10.56,58.70,0
1193,30,60,6,3.89,48.04,168.14,10.72,103.00,0,75,7,4.97,56.17,196.60,68.53,97.95,0,95,9,2.33,26.19,91.67,9.63,57.86,0
1194,30,60,6,3.90,47.85,167.48,9.92,102.90,0,75,7,4.98,56.02,196.07,66.81,97.73,0,95,9,2.33,25.23,88.31,7.52,55.61,0
1195,30,60,6,3.91,47.28,165.48,12.67,102.31,0,75,7,4.99,55.30,193.55,61.84,96.11,0,95,9,2.34,24.33,85.17,14.27,53.34,0
1196,30,60,6,3.92,45.94,160.78,8.83,99.84,0,75,7,4.99,54.35,190.22,53.33,93.79,0,95,9,2.34,24.10,84.34,26.73,52.96,0
1197,30,60,6,3.92,44.38,155.33,8.20,96.50,0,75,7,5.00,53.75,188.12,38.20,92.86,0,95,9,2.34,24.15,84.52,22.46,53.00,0
1198,30,60,6,3.93,43.10,150.86,9.17,94.11,0,75,7,5.01,53.60,187.60,31.78,92.76,0,95,9,2.35,24.46,85.63,44.68,53.33,0
1199,31,60,6,3.94,42.56,148.98,19.91,93.46,0,75,7,5.02,53.93,188.74,63.23,92.99,0,95,9,2.35,25.21,88.24,105.77,54.95,1
1200,31,60,6,3.94,42.51,148.79,57.76,93.38,0,75,7,5.03,54.72,191.53,122.84,94.17,0,95,9,2.36,26.02,91.06,128.42,57.14,1
1201,31,60,6,3.95,43.34,151.67,144.18,95.01,0,75,7,5.04,55.77,195.21,176.46,96.67,0,95,9,2.36,26.31,92.09,75.32,57.72,0
1202,32,60,6,3.96,44.68,156.37,194.10,98.04,1,75,7,5.05,56.36,197.25,138.64,97.91,0,95,9,2.36,26.37,92.31,27.69,57.78,0
1203,32,60,6,3.96,45.77,160.19,170.87,100.30,1,75,7,5.05,56.28,196.98,51.89,97.83,0,95,9,2.37,26.37,92.30,4.50,57.78,0
1204,32,60,6,3.97,46.42,162.47,108.90,101.21,0,75,7,5.06,55.96,195.88,23.47,97.61,0,95,9,2.37,26.35,92.23,8.53,57.77,0
1205,32,60,6,3.98,46.76,163.66,70.26,101.57,0,75,7,5.07,55.56,194.46,23.06,97.28,0,95,9,2.38,26.44,92.54,22.13,57.83,0
1206,32,60,6,3.99,47.19,165.17,58.32,101.87,0,75,7,5.08,55.25,193.36,34.52,96.98,0,95,9,2.38,26.65,93.27,36.66,58.02,0
1207,32,60,6,4.00,47.11,164.89,3.10,101.85,0,75,7,5.09,55.19,193.17,62.26,96.91,0,95,9,2.39,26.77,93.71,28.19,58.12,0
1208,32,60,6,4.00,47.30,165.55,34.78,101.96,0,75,7,5.10,55.17,193.10,61.82,96.89,0,95,9,2.39,26.66,93.32,6.27,58.06,0
1209,32,60,6,4.01,47.37,165.80,23.67,101.99,0,75,7,5.11,55.23,193.30,59.23,96.94,0,95,9,2.39,26.62,93.17,7.20,58.04,0
1210,32,60,6,4.02,47.50,166.27,31.48,102.06,0,75,7,5.12,55.41,193.93,67.91,97.13,0,95,9,2.40,26.53,92.85,11.39,57.97,0
1211,32,60,6,4.03,47.41,165.93,11.34,102.02,0,75,7,5.12,55.51,194.28,73.20,97.26,0,95,9,2.40,26.42,92.48,12.08,57.89,0
1212,32,60,6,4.03,47.37,165.81,11.97,102.01,0,75,7,5.13,55.51,194.27,69.30,97.25,0,95,9,2.41,26.44,92.53,10.81,57.90,0
1213,32,60,6,4.04,47.39,165.86,9.95,102.01,0,75,7,5.14,55.44,194.06,63.99,97.17,0,95,9,2.41,26.52,92.81,18.44,57.95,0
1214,32,60,6,4.05,47.41,165.93,13.89,102.02,0,75,7,5.15,55.32,193.61,54.95,97.02,0,95,9,2.41,26.57,92.98,15.70,57.97,0
1215,32,60,6,4.06,47.44,166.05,14.80,102.03,0,75,7,5.16,55.09,192.81,39.73,96.80,0,95,9,2.42,26.61,93.15,15.35,58.00,0
1216,32,60,6,4.07,47.50,166.23,19.60,102.05,0,75,7,5.17,54.96,192.35,46.44,96.67,0,95,9,2.42,26.69,93.43,24.42,58.06,0
1217,32,60,6,4.07,47.58,166.52,19.07,102.09,0,75,7,5.18,55.06,192.70,61.10,96.77,0,95,9,2.43,26.60,93.10,15.43,57.98,0
1218,32,60,6,4.08,47.59,166.55,8.63,102.09,0,75,7,5.19,55.33,193.65,68.72,97.02,0,95,9,2.43,26.56,92.96,9.52,57.96,0
1219,32,60,6,4.09,47.60,166.59,11.55,102.09,0,75,7,5.19,55.61,194.62,68.97,97.27,0,95,9,2.44,26.22,91.78,7.16,57.61,0
1220,32,60,6,4.10,47.44,166.03,11.17,102.01,0,75,7,5.20,55.46,194.12,67.66,97.06,0,95,9,2.44,25.32,88.60,9.38,55.51,0
1221,32,60,6,4.10,46.89,164.11,11.24,101.48,0,75,7,5.21,54.77,191.71,62.58,95.52,0,95,9,2.44,24.41,85.44,11.83,53.28,0
1222,32,60,6,4.11,45.72,160.03,3.59,99.66,0,75,7,5.22,53.81,188.34,59.04,93.00,0,95,9,2.45,23.97,83.89,19.41,52.48,0
1223,32,60,6,4.12,44.21,154.74,13.36,96.36,0,75,7,5.23,53.30,186.55,51.60,92.09,0,95,9,2.45,23.93,83.76,12.70,52.45,0
1224,32,60,6,4.13,42.94,150.30,14.35,93.86,0,75,7,5.24,53.28,186.47,48.44,92.07,0,95,9,2.45,24.21,84.75,42.67,52.74,0
1225,33,60,6,4.13,42.22,147.76,21.37,92.79,0,75,7,5.24,53.68,187.86,73.39,92.42,0,95,9,2.46,24.95,87.31,101.85,54.27,1
1226,33,60,6,4.14,42.15,147.51,56.97,92.69,0,75,7,5.25,54.56,190.95,128.05,93.73,0,95,9,2.46,25.79,90.25,130.31,56.58,1
1227,33,60,6,4.14,42.93,150.24,140.28,94.22,0,75,7,5.26,55.69,194.90,178.10,96.34,0,95,9,2.47,26.21,91.74,85.97,57.46,0
1228,34,60,6,4.15,44.42,155.49,191.00,97.26,1,75,7,5.27,56.31,197.10,133.47,97.55,0,95,9,2.47,26.32,92.10,35.06,57.57,0
1229,34,60,6,4.16,45.64,159.73,177.28,99.76,1,75,7,5.28,56.17,196.60,35.16,97.45,0,95,9,2.47,26.34,92.19,8.42,57.58,0
1230,34,60,6,4.17,46.42,162.47,122.85,100.94,0,75,7,5.29,56.02,196.09,39.11,97.33,0,95,9,2.48,26.33,92.16,9.01,57.58,0
1231,34,60,6,4.17,46.76,163.66,72.50,101.31,0,75,7,5.30,55.83,195.39,41.21,97.14,0,95,9,2.48,26.39,92.36,16.78,57.61,0
1232,34,60,6,4.18,47.14,165.00,52.48,101.56,0,75,7,5.30,55.69,194.91,51.88,96.99,0,95,9,2.49,26.59,93.06,35.54,57.79,0
1233,34,60,6,4.19,47.09,164.82,5.94,101.55,0,75,7,5.31,55.74,195.07,70.54,97.05,0,95,9,2.49,26.71,93.50,27.82,57.89,0
1234,34,60,6,4.20,47.24,165.34,29.80,101.62,0,75,7,5.32,55.82,195.35,69.75,97.15,0,95,9,2.49,26.61,93.12,7.21,57.82,0
1235,34,60,6,4.20,47.29,165.53,19.43,101.65,0,75,7,5.33,55.95,195.83,65.89,97.29,0,95,9,2.50,26.59,93.06,12.34,57.81,0
1236,34,60,6,4.21,47.43,165.99,28.35,101.71,0,75,7,5.34,56.16,196.56,68.07,97.50,0,95,9,2.50,26.50,92.74,9.54,57.75,0
1237,34,60,6,4.22,47.35,165.71,9.44,101.68,0,75,7,5.35,56.30,197.04,72.15,97.66,0,95,9,2.51,26.39,92.36,9.79,57.68,0
1238,34,60,6,4.23,47.34,165.69,14.22,101.68,0,75,7,5.36,56.34,197.19,69.50,97.71,0,95,9,2.51,26.41,92.45,11.33,57.69,0
1239,34,60,6,4.23,47.35,165.71,9.01,101.68,0,75,7,5.37,56.33,197.16,66.99,97.70,0,95,9,2.52,26.48,92.68,18.25,57.73,0
1240,34,60,6,4.24,47.38,165.82,15.14,101.69,0,75,7,5.37,56.27,196.94,60.97,97.62,0,95,9,2.52,26.55,92.92,16.27,57.77,0
1241,34,60,6,4.25,47.42,165.96,15.10,101.71,0,75,7,5.38,56.12,196.42,48.19,97.47,0,95,9,2.52,26.64,93.24,20.87,57.83,0
1242,34,60,6,4.26,47.47,166.16,20.01,101.73,0,75,7,5.39,56.05,196.18,52.83,97.40,0,95,9,2.53,26.76,93.68,29.84,57.93,0
1243,34,60,6,4.27,47.59,166.55,21.95,101.78,0,75,7,5.40,56.22,196.76,67.33,97.57,0,95,9,2.53,26.69,93.43,18.41,57.87,0
1244,34,60,6,4.27,47.58,166.52,8.65,101.77,0,75,7,5.41,56.54,197.88,73.73,97.87,0,95,9,2.54,26.65,93.26,9.06,57.85,0
1245,34,60,6,4.28,47.61,166.63,11.61,101.78,0,75,7,5.42,56.85,198.97,72.07,98.15,0,95,9,2.54,26.34,92.20,8.71,57.53,0
1246,34,60,6,4.29,47.42,165.96,10.77,101.68,0,75,7,5.43,56.72,198.52,70.42,97.95,0,95,9,2.54,25.45,89.09,10.14,55.48,0
1247,34,60,6,4.30,46.85,163.98,12.75,101.11,0,75,7,5.44,56.03,196.09,64.13,96.38,0,95,9,2.55,24.55,85.92,11.53,53.25,0
1248,34,60,6,4.30,45.71,160.00,9.55,99.24,0,75,7,5.44,55.01,192.54,55.67,93.74,0,95,9,2.55,24.14,84.51,25.89,52.47,0
